"ACCREDAGENCY","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","CONTROL"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X25","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X22","X15","X15","X16","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X13","X15","X15","X17","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X13","X26","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Transnational.Association.of.Christian.Colleges.and.Schools","X11","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X30","X14","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X22","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X31","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X2","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X2","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X11","X10","X4","X1","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X4","X2","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X2","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X16","X14","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X26","X13","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X18","X13","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X22","X7","X7","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Commission.on.Accrediting.of.the.Association.of.Theological.Schools","X12","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X2","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X5","X1","X5","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X16","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X2","X1","X3","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X22","X9","X7","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X25","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X1","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X30","X15","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X5","X1","X3","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X1","X1","X4","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X4","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X23","X2","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X2","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X14","X5","X12","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X7","X2","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"National.Association.of.Schools.of.Theatre","X41","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X30","X9","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X13","X19","X13","X10","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X5","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X13","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X12","X23","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X5","X1","X4","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X30","X15","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X14","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X13","X17","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Commission.for.Acupuncture.and.Oriental.Medicine","X22","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X14","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X5","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X18","X13","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X24","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X23","X4","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X4","X2","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Accrediting.Bureau.of.Health.Education.Schools","X12","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X18","X5","X9","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X4","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X5","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X21","X14","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X19","X11","X8","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X41","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X33","X19","X13","X13","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X22","X7","X6","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X4","X2","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X12","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X13","X30","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X2","X1","X4","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X17","X5","X6","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X21","X11","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X32","X2","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X22","X11","X8","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X17","X9","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X41","X30","X15","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X6","X1","X2","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X5","X1","X3","X0","X0","X0","X0","X1","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X2","X1","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X12","X26","X0","X18","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Accrediting.Council.for.Independent.Colleges.and.Schools","X11","X29","X6","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1","X2"
"Transnational.Association.of.Christian.Colleges.and.Schools","X21","X24","X5","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X19","X11","X10","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X25","X11","X13","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X4","X1","X5","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X26","X10","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X2","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X2","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X8","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X1","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X19","X13","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X2","X1","X4","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X10","X1","X1","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X1","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X1","X1","X3","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X16","X15","X14","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X7","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X5","X1","X3","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X21","X11","X7","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X41","X5","X1","X2","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X29","X13","X8","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X4","X2","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X11","X8","X1","X3","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X19","X11","X11","X0","X0","X0","X0","X0","X1","X0","X0","X1","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X14","X5","X12","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X2","X1","X3","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X14","X5","X12","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X22","X2","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X22","X1","X2","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X4","X1","X5","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X18","X7","X10","X0","X0","X0","X0","X1","X1","X0","X0","X1","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X22","X4","X1","X4","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"National.Association.of.Schools.of.Music","X11","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X13","X4","X1","X3","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X18","X5","X15","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X30","X11","X6","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Accrediting.Commission.of.Career.Schools.and.Colleges","X21","X10","X4","X2","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X3"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X21","X19","X7","X10","X0","X0","X0","X0","X0","X1","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Senior.Colleges.and.University.Commission","X11","X21","X14","X11","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X2"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X21","X8","X1","X4","X0","X0","X0","X0","X0","X0","X0","X0","X0","X0","X1"
"Western.Association.of.Schools.and.Colleges.Accrediting.Commission.for.Community.and.Junior.Colleges","X12","X1","X1","X5","X0","X0","X0","X0","X1","X1","X0","X0","X0","X0","X1"
