"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","MAIN","NUMBRANCH","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","ACTCM25","ACTWR25","ACTWR75"
"Sacramento","CA","Accrediting Council for Continuing Education & Training","2",0,1,1,3,8,"13","38.587784","-121.415767","7","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Santa Ana","CA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11","33.71488","-117.848291","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sunnyvale","CA","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,3,8,"12","37.3864","-121.997011","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Vacaville","CA","Council on Occupational Education","1",0,1,2,3,8,"23","38.378548","-121.945606","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fort Pierce","FL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"41","27.48718","-80.367303","11","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Jacksonville","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"11","30.31194","-81.717211","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Jacksonville","FL","Accrediting Council for Continuing Education & Training","1",0,1,1,3,5,"11","30.392267","-81.646792","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Largo","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21","27.915072","-82.749094","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tallahassee","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"12","30.476972","-84.294583","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Oakland Park","FL","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21","26.16627","-80.181569","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Evans","GA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"21","33.529159","-82.135503","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Louisville","KY","Accrediting Bureau of Health Education Schools","1",0,1,2,3,5,"21","38.223667","-85.563365","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"El Dorado Hills","CA","Association for Bibical Higher Educaiton","3",0,1,1,2,8,"41","38.620464","-121.055684","24","11","6","0","0","0","0","0","0","0","0","0","27","NULL","NULL","NULL","NULL"
"Hammond","LA","Council on Occupational Education","1",0,1,1,3,5,"23","30.476327","-90.479356","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rockville","MD","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21","39.061372","-77.115852","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Norton Shores","MI","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,3,"22","43.190304","-86.266315","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kansas City","MO","Accrediting Bureau of Health Education Schools","1",0,1,2,3,4,"11","38.963226","-94.604997","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kirksville","MO","NULL","1",0,1,1,3,4,"33","40.195107","-92.582872","-2","-2","-2","NULL","NULL","NULL","NULL","NULL","NU","NULL","0","0","NULL","NULL","NULL","NULL","NULL"
"Hattiesburg","MS","Accrediting Bureau of Health Education Schools","1",0,1,2,3,5,"13","31.319765","-89.349842","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fargo","ND","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,4,"12","46.859013","-96.858729","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Las Vegas","NV","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"12","36.108304","-115.118724","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New York","NY","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"11","40.725861","-74.00497","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Lorenzo","PR","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,9,"21","18.188811","-65.961757","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbia","TN","NULL","1",0,1,1,3,5,"32","35.600536","-87.076458","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houston","TX","Council on Occupational Education","1",0,1,1,3,6,"11","29.78349","-95.57971","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Logan","UT","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,7,"13","41.726961","-111.835966","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Orem","UT","Accrediting Commission of Career Schools and Colleges","3",0,1,1,3,7,"13","40.275775","-111.731006","26","0","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lehi","UT","Council on Occupational Education","1",0,1,1,1,7,"21","40.419941","-111.886031","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Great Falls","VA","Council on Occupational Education","1",0,1,1,3,5,"21","38.974295","-77.296823","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Charleston","WV","Commission on Massage Therapy Accreditation","1",0,1,1,3,5,"13","38.317659","-81.579417","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lincoln","NE","Higher Learning Commission","3",0,0,2,2,4,"11","40.815541","-96.650758","18","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rome","GA","NULL","3",0,0,2,2,5,"13","34.257543","-85.196529","22","5","6","0","1","0","0","0","0","0","0","0","54","0","NULL","NULL","NULL"
"Indianapolis","IN","NULL","3",1,0,21,3,3,"11","39.920113","-86.22168","30","7","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Belleville","NJ","Accrediting Commission of Career Schools and Colleges","2",0,0,2,3,2,"21","40.789635","-74.152439","26","6","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tulsa","OK","National Accrediting Commission of Career Arts and Sciences","1",0,0,2,3,6,"11","36.060431","-95.852816","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Sacramento","CA","Accrediting Commission of Career Schools and Colleges","1",0,0,3,3,8,"11","38.64575","-121.529503","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Columbia","SC","NULL","3",0,0,34,3,5,"21","34.098845","-80.955852","22","0","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Bernardino","CA","NULL","3",0,0,26,3,8,"12","34.071827","-117.270965","30","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kansas City","MO","NULL","2",0,0,33,3,4,"11","39.251758","-94.666532","26","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lemoore","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","2",0,1,1,1,8,"41","36.292431","-119.823866","4","1","3","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Brecksville","OH","Accrediting Commission of Career Schools and Colleges","1",0,0,2,3,3,"21","41.288862","-81.645056","10","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"East Hartford","CT","Accrediting Bureau of Health Education Schools","1",0,0,3,3,1,"13","41.779013","-72.606686","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Houma","LA","Council on Occupational Education","1",0,0,7,3,5,"22","29.633202","-90.75482","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Madison","TN","NULL","1",0,0,8,3,5,"11","36.287855","-86.70272","10","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Rockford","IL","Higher Learning Commission","2",0,0,21,3,3,"12","42.267628","-88.998854","23","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bethlehem","PA","Middle States Commission on Higher Education","NULL",0,1,1,2,2,"13","40.62154","-75.381582","32","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Coamo","PR","Accrediting Commission of Career Schools and Colleges","1",0,0,3,3,9,"31","18.08045","-66.36138","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Sebastian","PR","NULL","1",0,0,3,3,9,"21","18.342474","-66.995599","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Denver","CO","NULL","3",0,0,26,3,7,"11","39.656379","-104.901822","20","5","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Colorado Springs","CO","Accrediting Commission of Career Schools and Colleges","2",0,0,3,2,7,"11","38.862312","-104.758069","26","10","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fort Collins","CO","Accrediting Commission of Career Schools and Colleges","2",0,0,3,2,7,"12","40.523124","-105.080277","26","10","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Warminster","PA","Accrediting Commission of Career Schools and Colleges","1",0,0,2,3,2,"21","40.200656","-75.075375","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Milwaukee","WI","National Accrediting Commission of Career Arts and Sciences","1",0,0,10,3,3,"11","42.94256","-87.950452","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"St. Petersburg","FL","Southern Association of Colleges and Schools Commission on Colleges","3",0,0,3,1,5,"11","27.763872","-82.636136","18","9","12","0","0","0","0","0","0","0","0","0","NULL","0.3993","22","7","8"
"Bethlehem","PA","Accrediting Commission of Career Schools and Colleges","2",0,0,2,3,2,"13","40.65445","-75.428281","11","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Phoenix","AZ","Higher Learning Commission","3",0,0,10,1,6,"11","33.452914","-112.07347","16","13","15","0","0","0","0","0","1","0","0","0","NULL","0.7721","21","NULL","NULL"
"Fresno","CA","Council on Occupational Education","1",1,0,7,3,8,"11","36.822404","-119.795645","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Albany","NY","NULL","1",0,0,7,3,2,"13","42.656424","-73.761767","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Linwood","NJ","Accrediting Council for Independent Colleges and Schools","1",0,0,5,3,2,"22","39.348058","-74.580524","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Nashville","TN","NULL","3",0,0,5,3,5,"11","36.154574","-86.635403","30","11","6","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Tampa","FL","Middle States Commission on Higher Education","3",0,0,73,3,5,"21","27.9974515","-82.3621388","18","5","9","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Renton","WA","Accrediting Bureau of Health Education Schools","1",0,0,12,3,8,"12","47.469017","-122.211383","10","4","2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Miami","FL","NULL","1",0,0,5,3,5,"21","25.769052","-80.329161","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hialeah","FL","Accrediting Council for Independent Colleges and Schools","1",0,0,5,3,5,"21","25.867003","-80.302213","7","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Cary","NC","Accrediting Council for Independent Colleges and Schools","1",0,0,7,3,5,"21","35.755124","-78.740708","10","3","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Juana Diaz","PR","Accrediting Bureau of Health Education Schools","1",0,0,7,2,9,"23","18.057023","-66.509285","26","10","6","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Fajardo","PR","NULL","1",0,0,7,2,9,"23","18.329214","-65.650722","-2","-2","-2","0","0","0","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL"
"San Antonio","TX","Accrediting Bureau of Health Education Schools","1",0,0,5,3,6,"11","29.488876","-98.576627","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"South Plainfield","NJ","NULL","1",0,0,7,2,2,"21","40.556003","-74.425704","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Bronx","NY","National Accrediting Commission of Career Arts and Sciences","1",0,0,2,3,2,"11","40.860976","-73.897121","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Whitestone","NY","Accrediting Commission of Career Schools and Colleges","1",0,0,8,3,2,"11","40.784113","-73.82885","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Charles Town","WV","Higher Learning Commission","3",0,1,1,3,5,"31","39.287826","-77.860121","18","5","15","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Huntsville","AL","Association for Bibical Higher Educaiton","2",0,1,1,2,5,"12","34.750363","-86.594888","24","5","6","0","0","0","0","0","0","0","0","0","42","NULL","NULL","NULL","NULL"
"Beaumont","CA","Council on Occupational Education","1",0,1,1,1,8,"21","33.951365","-116.964728","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Burbank","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,8,"12","34.180238","-118.308336","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Hollywood","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"11","34.089501","-118.329083","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.5333","NULL","NULL","NULL"
"La Quinta","CA","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,8,"21","33.708193","-116.278254","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"West Hills","CA","Accrediting Bureau of Health Education Schools","1",0,1,1,3,8,"11","34.221839","-118.606731","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Greeley","CO","Commission on Massage Therapy Accreditation","1",0,1,1,3,7,"12","40.426259","-104.691075","10","1","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Wallingford","CT","National Accrediting Commission of Career Arts and Sciences","1",0,1,2,3,1,"21","41.490402","-72.806335","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dagsboro","DE","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"32","38.541187","-75.256051","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Gainesville","FL","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,1,1,2,5,"12","29.667368","-82.312769","26","0","18","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Lake Park","FL","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,5,"21","26.803621","-80.074979","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Miami","FL","Council on Occupational Education","2",1,1,1,2,5,"11","25.771518","-80.261299","10","4","1","0","0","0","0","0","0","0","0","0","NULL","0.8639","NULL","NULL","NULL"
"Belleview","FL","Accrediting Bureau of Health Education Schools","2",0,1,1,3,5,"41","29.039971","-82.062418","10","4","1","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Pensacola","FL","Council on Occupational Education","1",0,1,1,3,5,"13","30.494755","-87.195529","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Jeffersonville","IN","National Accrediting Commission of Career Arts and Sciences","1",1,1,2,3,3,"21","38.288401","-85.730456","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Merrillville","IN","Council on Occupational Education","1",0,1,1,3,3,"21","41.46964","-87.358172","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Baton Rouge","LA","Council on Occupational Education","2",0,1,1,3,5,"21","30.409979","-91.066085","12","4","1","0","0","0","0","0","0","0","0","0","NULL","0.4556","NULL","NULL","NULL"
"Lakewood","NJ","Association of Advanced Rabbinical and Talmudic Schools","3",0,1,1,2,2,"13","40.099704","-74.21127","24","12","8","0","0","0","0","0","0","0","0","0","NULL","0.5714","NULL","NULL","NULL"
"Albany","NY","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,2,"21","42.72093","-73.805687","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","0.4","NULL","NULL","NULL"
"New York","NY","Council on Occupational Education","1",0,1,1,3,2,"11","40.753658","-73.993385","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"New York","NY","Accrediting Council for Continuing Education & Training","1",0,1,1,3,2,"11","40.748345","-73.991591","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Dayton","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,4,3,3,"21","39.682932","-84.168901","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
"Kent","OH","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,3,"21","41.152861","-81.328959","-2","-2","-2","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL"
